,Latitude,Longitude
308,40.7536694167,-73.8550192554
309,40.6926128828,-73.9025860792
310,40.8470747817,-73.9150573652
311,40.6189855659,-73.9822453732
312,40.7115379883,-73.9949681286
313,40.7716579922,-73.8920871311
314,40.6663681238,-73.9452744494
315,40.8317847077,-73.916023648
316,40.6782864603,-73.8060539233
317,40.6275335372,-74.028056552
318,40.6425578374,-73.9467605402
319,40.6862656417,-73.8231578725
320,40.64834759,-73.9200491882
321,40.6236320605,-73.9260766684
322,40.8390996875,-73.8766760776
323,40.6722938476,-73.9296637379
324,40.6871664102,-73.8662227241
325,40.7454212673,-73.8270536643
326,40.77954195,-73.8469686889
327,40.8266587223,-73.8748960887
328,40.8487965239,-73.9200323619
329,40.7032790515,-73.8645890451
330,40.7301801953,-73.8256102941
331,40.6718145663,-73.7920819808
332,40.639496138,-73.9337626994
333,40.6880438096,-73.8563446506
334,40.8733458447,-73.8771332448
335,40.7593790787,-73.862204513
336,40.8897022334,-73.8586250497
337,40.6863292273,-73.8307621667
338,40.5976189075,-74.0661057349
339,40.7440281879,-73.8967836766
340,40.6852749778,-73.8732467379
341,40.6875857676,-73.8544273595
342,40.6127475797,-74.0100884687
343,40.6834626622,-73.7886528233
344,40.7155890013,-74.0091661379
345,40.7060132199,-73.9294370007
346,40.8125488592,-73.9605690068
347,40.794588684,-73.9438652676
348,40.6610575581,-73.9266046812
349,40.6767457889,-73.8104855932
350,40.680601918,-73.8352618308
351,40.7437933737,-73.8197283565
352,40.8794832148,-73.8604404106
353,40.8718291924,-73.8682376245
354,40.753005331,-73.7065435523
355,40.647893416,-73.8976495222
356,40.6946647582,-73.8980176755
357,40.656773912,-73.9122938425
358,40.6989840896,-73.793025074
359,40.8289423946,-73.9177038725
360,40.6837828117,-73.8239360515
361,40.7471313918,-73.9873287889
362,40.7467113373,-73.9863833158
363,40.6217234927,-74.0006015712
364,40.6870684498,-73.8646039358
365,40.6168103045,-74.0016641043
366,40.8293044937,-73.9213457944
367,40.8760091643,-73.8565604988
368,40.6784315619,-73.8829579726
369,40.7536776964,-73.855055331
370,40.6899928464,-73.8109455587
371,40.8492342047,-73.9218897117
372,40.6258097665,-74.1594081952
373,40.6955049549,-73.9614388074
374,40.6034397601,-73.9482718419
375,40.702846815,-73.9147722797
376,40.8357184709,-73.8513025348
377,40.6718145663,-73.7920819808
378,40.6775031089,-73.8905954971
379,40.7615935053,-73.7678254438
380,40.6854896128,-73.8737403069
381,40.7656818092,-73.8800935253
382,40.7340546817,-73.8755137745
383,40.8327719197,-73.8480676723
384,40.8890582909,-73.8617657261
385,40.6545528339,-73.9365156192
386,40.6560175113,-73.9214960428
387,40.6943412725,-73.7324343749
388,40.7577568861,-73.9164346205
389,40.837443871,-73.9232804519
390,40.7451822744,-73.8614074379
391,40.9074932981,-73.8976585284
392,40.7542037187,-73.8340006011
393,40.6066181771,-73.9871465765
394,40.8423658045,-73.8818346766
395,40.8467913616,-73.8299707976
396,40.6789508506,-73.8834762269
397,40.8767287894,-73.8734241669
398,40.67908354,-74.0098569473
399,40.6981408431,-73.9058778156
400,40.6286018384,-73.9744215836
401,40.7126163262,-73.9552498858
402,40.6735371578,-73.9445980328
403,40.5487352923,-74.1951892833
404,40.7739590166,-73.9242525952
405,40.7108399692,-73.9047741647
406,40.8699849936,-73.8614112679
407,40.7106668707,-73.784609645
408,40.6923755075,-73.8545142653
409,40.7471313918,-73.9873287889
410,40.6561618337,-73.915981625
411,40.8367515841,-73.9265445715
412,40.6869326909,-73.9312564595
413,40.6592975367,-73.8911732015
414,40.7323579995,-73.8751236497
415,40.7306169215,-73.8600197426
416,40.6131630577,-73.9213951656
417,40.7480830823,-73.8947418857
418,40.7659644775,-73.822621351
419,40.5795135723,-74.1070120211
420,40.6447303721,-73.949897425
421,40.8467712718,-73.9166372504
422,40.6918979019,-73.918518501
423,40.8315240889,-73.9162010424
424,40.6769182469,-73.8932787302
425,40.855270128,-73.8438157924
426,40.8531511411,-73.9007785405
427,40.8825996904,-73.8463011249
428,40.6966963496,-73.8924933595
429,40.751594787,-73.8620509803
430,40.7610260947,-73.8768964399
431,40.646976938,-73.9467534104
432,40.6961407355,-73.9301614858
433,40.6627381731,-73.9157678887
434,40.6952372122,-73.9503607317
435,40.8289132112,-73.9366925386
436,40.7226639603,-73.7479564121
437,40.6720241571,-73.8035775094
438,40.6844082489,-73.8347909087
439,40.8467693827,-73.8299563962
440,40.6397384795,-73.9179732524
441,40.8756067303,-73.8871561798
442,40.7068382346,-73.9083181756
443,40.6885295935,-73.8519805417
444,40.7031223284,-73.829294917
445,40.6003522349,-73.9735861544
446,40.8787024437,-73.9018397181
447,40.6725550964,-73.7633768248
448,40.6744034555,-73.9623630902
449,40.6015190007,-74.0038244027
450,40.8563012952,-73.882435301
451,40.695083179,-73.9165636607
452,40.8733832651,-73.8464959903
453,40.7094331463,-73.7809994441
454,40.7594607929,-73.8955433019
455,40.6079430398,-73.9808689434
456,40.6724909904,-73.879453554
457,40.6467054104,-73.9472004701
458,40.6885295935,-73.8519805417
459,40.7518420513,-74.0023929385
460,40.8718291924,-73.8682376245
461,40.7019234468,-73.7656673467
462,40.6833259834,-73.982065993
463,40.6995674614,-73.927748801
464,40.6876105732,-73.7997022456
465,40.6102611476,-73.9954187596
466,40.6389983474,-73.9118523988
467,40.6287869383,-73.9007734623
468,40.6623455253,-73.9865086701
469,40.8497152705,-73.9046259552
470,40.7466488998,-73.8621803179
471,40.695401866,-73.8206525666
472,40.6431876599,-73.9495706756
473,40.5782806967,-73.96171168
474,40.8464337115,-73.8820768436
475,40.7100296457,-73.8500643729
476,40.7596912554,-73.8639040305
477,40.8083506151,-73.9164650197
478,40.7476857636,-73.9867295839
479,40.8502054588,-73.8297524235
480,40.6116055901,-73.9197042108
481,40.8563012952,-73.882435301
482,40.709440681,-73.9631188044
483,40.6899928464,-73.8109455587
484,40.6958750263,-73.8947738222
485,40.7514199326,-73.9449050122
486,40.7412256994,-73.8514881665
487,40.7284560848,-73.8081015744
488,40.6206640624,-74.1485749846
489,40.7615006733,-73.8133993962
490,40.7107932441,-73.7846705564
491,40.8696662181,-73.9010286876
492,40.8941989194,-73.8403605194
493,40.6784315619,-73.8829579726
494,40.6618075164,-73.9155275699
495,40.7219238613,-73.7522054187
496,40.6216221781,-73.9389171999
497,40.8480233174,-73.917275444
498,40.6761960904,-73.8220525493
499,40.7590885386,-73.8648618207
500,40.7614814484,-73.8133922305
501,40.6603288424,-73.9962443118
502,40.6993202038,-73.8403403026
503,40.6102693679,-74.0755184525
504,40.8770549422,-73.8807171373
505,40.6885295935,-73.8519805417
506,40.8467712718,-73.9166372504
507,40.7430753782,-73.8623031914
508,40.5148419821,-74.2016934511
509,40.6395115401,-74.0146253191
510,40.7500073105,-73.8612097232
511,40.6705458854,-73.9457180241
512,40.8854479168,-73.8608437885
513,40.6308909436,-73.8993364515
514,40.635272179,-73.9768005795
515,40.741242817,-73.8563273809
516,40.7119319394,-73.7801110996
517,40.6627381731,-73.9157678887
518,40.6806019542,-73.8352870686
519,40.6957303087,-73.8098149647
520,40.7318243669,-73.8991551113
521,40.6775031089,-73.8905954971
522,40.6950656663,-73.8504514311
523,40.6961468241,-73.8889997928
524,40.6483478282,-73.8993749794
525,40.6870684498,-73.8646039358
526,40.6552714349,-73.9524772052
527,40.5950618007,-73.9814379571
528,40.740804947,-73.9159290176
529,40.7535517413,-73.8311003021
530,40.8307982649,-73.8632563017
531,40.7048717263,-73.8800766698
532,40.697815098,-73.9586966572
533,40.855270128,-73.8438157924
534,40.7620611539,-73.906386717
535,40.6714420088,-73.7940153782
536,40.6894154781,-73.8070564425
537,40.8492863419,-73.9218715777
538,40.6858011959,-73.8607015483
539,40.6378547684,-73.9500935513
540,40.7740457363,-73.9148003029
541,40.8137310708,-73.8225807453
542,40.741242817,-73.8563273809
543,40.8734370611,-73.9006000191
544,40.6728705318,-73.9669386816
545,40.6476386389,-73.9079706919
546,40.6852865794,-73.8001815686
547,40.7461904104,-73.8598101817
548,40.6765797868,-73.9153574412
549,40.7107932441,-73.7846705564
550,40.7169392926,-73.9122615664
551,40.7456442349,-73.899191935
552,40.7339985162,-73.8578224026
553,40.8718291924,-73.8682376245
554,40.7061930397,-73.7891362044
555,40.5891478513,-73.9631924416
556,40.876872275,-73.8992822581
557,40.8661143544,-73.8586426571
558,40.6531747873,-73.914997912
559,40.6374572799,-73.9102474635
560,40.6985145869,-73.9295495221
561,40.6535670844,-73.926659773
562,40.7555173678,-73.9129903962
563,40.7710790362,-73.9475820335
564,40.605551276,-73.9753703672
565,40.7527382022,-73.8126443296
566,40.6755749695,-73.754497454
567,40.6397868097,-73.9561166537
568,40.8829194746,-73.8581114818
569,40.6114218813,-73.9730883461
570,40.8717505517,-73.902330878
571,40.6146341349,-73.9343024323
572,40.7691041568,-73.7913089189
573,40.7140683762,-73.9554328788
574,40.5559651173,-74.1362315779
575,40.6841440824,-73.8757187223
576,40.8137310708,-73.8225807453
577,40.754240439,-73.8737688089
578,40.6457103867,-73.9442103373
579,40.6799421646,-73.8130507479
580,40.5997266467,-73.9961324875
581,40.8148287658,-73.8999830834
582,40.7620611539,-73.906386717
583,40.8492342047,-73.9218897117
584,40.8350065919,-73.8709919707
585,40.7379461852,-73.8056998394
586,40.7583855445,-73.8052070624
587,40.7469277731,-73.8808887778
588,40.6739094807,-73.8530043771
589,40.7119319394,-73.7801110996
590,40.6987280762,-73.8469486252
591,40.6648768155,-73.9934433181
592,40.759253898,-73.8803649925
593,40.6593793362,-73.8965326006
594,40.8760091643,-73.8565604988
595,40.7444425236,-73.8536102248
596,40.7588959487,-73.8668258584
597,40.748472096,-73.7305892647
598,40.8753757782,-73.8760663992
599,40.6840912935,-73.8210687858
600,40.6676289177,-73.8198332762
601,40.8824189111,-73.8617867637
602,40.6296780834,-73.9338553047
603,40.7406213981,-73.8716618967
604,40.7033912953,-73.827440414
605,40.8490723724,-73.9220453268
606,40.7614814484,-73.8133922305
607,40.6586275577,-73.9031727356
608,40.6245505846,-73.9245662553
609,40.6492979315,-73.8998420292
610,40.6649216524,-73.9257389404
611,40.8554607664,-73.9126029941
612,40.8204633357,-73.9441469316
613,,
614,40.6872459114,-73.8423055108
615,40.6976993124,-73.9063400491
616,40.7034426623,-73.9270990125
617,40.6862738483,-73.8231398222
618,40.8701416625,-73.8840053474
619,40.646976938,-73.9467534104
620,40.7631136658,-73.9189295402
621,40.69614203,-73.832800033
622,40.7473405247,-73.8598618967
623,40.6885295935,-73.8519805417
624,40.6780545978,-73.8004772382
625,40.6077417116,-73.9757873294
626,40.6359824958,-73.8962121806
627,40.5859187132,-73.946110837
628,40.6734255685,-73.7648986633
629,40.7096403592,-73.9045955296
630,40.751518559,-73.8998327094
631,40.7479639721,-73.860181791
632,40.8691667149,-73.8634124173
633,40.8695097967,-73.8834243302
634,40.751571267,-73.9037053513
635,40.597496462,-73.959993827
636,40.6909657886,-73.9635292855
637,40.8793041617,-73.8554540705
638,40.7359280686,-73.8821208634
639,40.6321471703,-73.9705148054
640,40.7027843259,-73.9277453145
641,40.6950077939,-73.901093226
642,40.653535667,-73.9095230642
643,40.6265850157,-74.0338813718
644,40.6368607039,-73.9490638252
645,40.7432913732,-73.8895491779
646,40.6340654171,-74.1165174568
647,40.7678775592,-73.8262191704
648,40.8922218174,-73.8357862887
649,40.7387925449,-73.807916636
650,40.8704885031,-73.8352035963
651,40.7689527422,-73.9333487405
652,40.7524525722,-73.875338631
653,40.7806236966,-73.8170613469
654,40.7546933538,-73.8641452444
655,40.6083833497,-73.9729022929
656,40.8279799292,-73.9365488909
657,40.8464259645,-73.8297331814
658,40.8541031005,-73.8582886292
659,40.5998173215,-73.9565786495
660,40.7548047348,-73.8631704729
661,40.6798712134,-73.8467503428
662,40.6780939612,-73.8141483274
663,40.6345937957,-73.9748011962
664,40.7089461997,-73.7847703036
665,40.6422653965,-73.995358909
666,40.5962993446,-73.9304063459
667,40.626798478,-73.9742709699
668,40.7152778835,-73.9111815693
669,40.7410536418,-73.8703872007
670,40.657937734,-73.9486873141
671,40.7622144682,-73.8875360046
672,40.7623863251,-73.984365826
673,40.7555388783,-73.8149789964
674,40.8552112971,-73.8848085832
675,40.6734255685,-73.7648986633
676,40.733029542,-73.8903924751
677,40.7524525722,-73.875338631
678,40.8366803237,-73.9110917734
679,40.6321536773,-73.9979464122
680,40.6733697316,-73.8722058843
681,40.7492985427,-73.8776074541
682,40.6863710415,-73.8448496128
683,40.7465166007,-73.8308691185
684,40.746436673,-73.8922506898
685,40.6560118449,-73.9173261341
686,40.6136219563,-73.9182034421
687,40.7397276955,-73.8074303862
688,40.6769671468,-73.9373379012
689,40.8840298427,-73.8925448408
690,40.6150058191,-73.9188897019
691,40.702166413,-73.9272049987
692,40.8464259645,-73.8297331814
693,40.8469623,-73.8951059002
694,40.7019703525,-73.8969173182
695,40.6561052218,-73.9174017041
696,40.5891563638,-73.9494782609
697,40.7064469785,-73.9134728347
698,40.6901599126,-73.833828299
699,40.8421461185,-73.8467487782
700,40.8890463239,-73.8437762206
701,40.886282747,-73.8635146804
702,40.7248196553,-73.8575100675
703,40.886282747,-73.8635146804
704,40.6853237624,-73.951914939
705,40.6781823854,-73.8706968672
706,40.8560613443,-73.8686375837
707,40.7844634863,-73.84305024
708,40.6462014725,-73.9970090584
709,40.8482643612,-73.9204811987
710,40.8519857638,-73.9123292286
711,40.8404309571,-73.8847185256
712,40.7425167515,-73.8522792155
713,40.7494990983,-73.8175907424
714,40.5962993446,-73.9304063459
715,40.7485767687,-73.9457374525
716,40.6482902875,-73.9989981834
717,40.6388597086,-73.9578179493
718,40.6949280009,-73.8303508722
719,40.6157380384,-74.0323558645
720,40.7299981593,-73.7084922162
721,40.6122758393,-73.995749979
722,40.6691661917,-73.8527624954
723,40.7132322754,-73.8583284164
724,40.6825402061,-73.9776530627
725,40.747343265,-73.859858282
726,40.872019556,-73.8575128254
727,40.7065978238,-73.9133175461
728,40.6385526608,-73.9588342264
729,40.7556409783,-73.8624107666
730,40.632613924,-73.931996947
731,40.8329257359,-73.8980406395
732,40.6769671468,-73.9373379012
733,40.6349520925,-73.9468891079
734,40.8707982461,-73.9057563613
735,40.66336282,-73.7701534224
736,40.6833238348,-73.8064719396
737,40.7432913732,-73.8895491779
738,40.6196424169,-74.0109900384
739,40.7359280686,-73.8821208634
740,40.8426366608,-73.8809884755
741,40.7139814465,-73.9100109535
742,40.6340931056,-74.1162797142
743,40.7884794782,-73.9511326331
744,40.7112762112,-73.8546894362
745,40.709025865,-73.7848061159
746,40.6713021031,-73.7940590692
747,40.7021881067,-73.7801684847
748,40.5962993446,-73.9304063459
749,40.8469903357,-73.8290305377
750,40.6157380384,-74.0323558645
751,40.689278031,-73.9129145688
752,40.7278653634,-73.858946741
753,40.7088113824,-73.7860692372
754,40.6337811423,-73.9559260477
755,40.6052654104,-73.9916809172
756,40.6908911117,-73.9859511824
757,40.6216441038,-73.9388559421
758,40.6031784577,-73.747017405
759,40.7529948238,-73.8186387035
760,40.6983657661,-73.9559194158
761,40.7139814465,-73.9100109535
762,40.6091013523,-73.9809226346
763,40.7087030876,-73.9030314656
764,40.6363462568,-74.1579777455
765,40.7111683809,-73.8725626568
766,40.6723831149,-73.8812958845
767,40.7359280686,-73.8821208634
768,40.6921581497,-73.7659721202
769,40.6462014725,-73.9970090584
770,40.6852613135,-73.8733008488
771,40.8455849535,-73.8814494517
772,40.5842441942,-73.9518653103
773,40.8479854077,-73.9179983866
774,40.6233329152,-73.9072008897
775,40.6917703343,-73.9060022007
776,40.6330400692,-73.993338361
777,40.7420750461,-73.8659031665
778,40.7744075388,-73.9795791155
779,40.7139814465,-73.9100109535
780,40.6329203836,-73.9674844861
781,40.6034619654,-73.9902334445
782,40.733029542,-73.8903924751
783,40.7359280686,-73.8821208634
784,40.7617929193,-73.8265274401
785,40.6560589295,-73.9260082996
786,40.7038091425,-73.8936756936
787,40.7512865072,-73.8590667829
788,40.771985617,-73.9286594688
789,40.6932909206,-73.8136083252
790,40.6181847193,-73.9869714517
791,40.8550723306,-73.9038989158
792,40.7458513811,-73.9143491534
793,40.7730550656,-73.9188524504
794,40.6932909206,-73.8136083252
795,40.7543674173,-73.9337711961
796,40.5985274158,-73.9501805617
797,40.7317289456,-73.8746593742
798,40.6852613135,-73.8733008488
799,40.8555642499,-73.8836982006
800,40.8749682699,-73.9034434783
801,40.6708425671,-73.9355556366
802,40.7319096845,-73.7122291642
803,40.6131648569,-74.0092745339
804,40.6908750695,-73.832979115
805,40.7439156764,-73.8908545401
806,40.8132130244,-73.8861565188
807,40.6604088979,-73.9575339994
808,40.8549787479,-73.8629029397
809,40.5962993446,-73.9304063459
810,40.8842136222,-73.8570201684
811,40.6333746093,-74.0877114335
812,40.8481500692,-73.8498000329
813,40.6428806349,-73.9294425074
814,40.7431086589,-73.890790904
815,40.6712558725,-73.7752271692
816,40.6396110142,-73.9921450498
817,40.8902425964,-73.845509463
818,40.7451864309,-73.8334636889
819,40.741242817,-73.8563273809
820,40.6461921903,-73.922981453
821,40.6243458953,-73.9406042163
822,40.71712065,-73.7587310123
823,40.7243520772,-73.9531314597
824,40.7656083383,-73.9147136263
825,40.7419690347,-73.8576177397
826,40.7548047348,-73.8631704729
827,40.6196424169,-74.0109900384
828,40.64356919,-73.9436680138
829,40.6332823669,-73.9213714678
830,40.744181045,-73.9899529793
831,40.6194682682,-73.9799290939
832,40.8426366608,-73.8809884755
